,Frames,Angles
0,0.0,354.2167422259668
1,0.4819277108433735,352.58045110935086
2,0.963855421686747,352.4024153984453
3,1.4457831325301205,352.3623768295307
4,1.927710843373494,353.48505138094004
5,2.4096385542168672,353.5459803108022
6,2.891566265060241,353.0844234474494
7,3.3734939759036147,353.12978956391663
8,3.855421686746988,353.46881283355935
9,4.337349397590361,353.9915681918755
10,4.8192771084337345,353.4238975095774
11,5.301204819277109,353.63767878813314
12,5.783132530120482,353.5640493488804
13,6.265060240963855,352.37543615122377
14,6.746987951807229,351.4455741976182
15,7.228915662650603,349.7610173218613
16,7.710843373493976,346.51525678675785
17,8.19277108433735,343.72634028447993
18,8.674698795180722,337.02588372756236
19,9.156626506024097,333.39667637245446
20,9.638554216867469,330.70178425429094
21,10.120481927710843,327.0520999920513
22,10.602409638554217,321.75110821493433
23,11.08433734939759,318.3420924982893
24,11.566265060240964,315.19769197046884
25,12.048192771084338,314.45041463375605
26,12.53012048192771,310.32756218657465
27,13.012048192771084,308.2224978843767
28,13.493975903614459,302.9199761448857
29,13.975903614457831,303.57731355060776
30,14.457831325301205,301.2672616110394
31,14.939759036144578,299.6483155324496
32,15.421686746987952,300.33425412795
33,15.903614457831326,298.2285204672134
34,16.3855421686747,297.00744656815516
35,16.867469879518072,295.44407090865263
36,17.349397590361445,291.252752645231
37,17.83132530120482,291.57635334772783
38,18.313253012048193,290.6546056588563
39,18.795180722891565,291.945402128962
40,19.277108433734938,292.5645587772236
41,19.759036144578314,292.68668255958346
42,20.240963855421686,293.83300686836503
43,20.72289156626506,288.9497631212644
44,21.204819277108435,295.44255460665687
45,21.686746987951807,291.884258275512
46,22.16867469879518,286.31359696958464
47,22.650602409638555,277.6266481944606
48,23.132530120481928,275.23591806041605
49,23.6144578313253,283.9404750632204
50,24.096385542168676,279.35725420560175
51,24.57831325301205,286.65196454106706
52,25.06024096385542,288.1032158151547
53,25.542168674698797,284.96635581617795
54,26.02409638554217,276.9887563373056
55,26.50602409638554,286.52240951289025
56,26.987951807228917,287.05342940010206
57,27.46987951807229,285.51210159124037
58,27.951807228915662,294.59578873449374
59,28.433734939759034,288.56011448949357
60,28.91566265060241,287.9278302176471
61,29.397590361445783,297.5702268350076
62,29.879518072289155,299.5585358835333
63,30.36144578313253,299.31374190368
64,30.843373493975903,303.5600331720076
65,31.325301204819276,302.4788825282863
66,31.80722891566265,300.0648751095503
67,32.28915662650602,299.267518825843
68,32.7710843373494,306.9018808083548
69,33.25301204819277,314.5903925306063
70,33.734939759036145,329.06424640078035
71,34.21686746987952,340.1053428167544
72,34.69879518072289,344.2543275677003
73,35.18072289156626,352.8974675094878
74,35.66265060240964,359.19777060369097
75,36.144578313253014,357.8228945049025
76,36.626506024096386,353.87068386147894
77,37.10843373493976,353.4405868494432
78,37.59036144578313,352.97497285372344
79,38.0722891566265,354.28332290999606
80,38.554216867469876,354.775014567967
81,39.036144578313255,353.8273668017627
82,39.51807228915663,352.8983654519926
